Current p53 cistrome Gene Symbol,Gene(s),Peak w/DEGs,Peak w/o DEGs,up,down,Gene,Gene ID,Current p53 cistrome Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM214A,FAM214A|56204,1,0,1,,FAM214A,56204,FAM214A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFX7,RFX7|64864,4,6,4,,RFX7,64864,RFX7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RORA,RORA|6095,1,10,1,,RORA,6095,RORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS27L,RPS27L|51065,10,6,10,,RPS27L,51065,RPS27L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA12,LOC102723344|102723344;CA12|771,1,1,1,,CA12,771,CA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSNK1G1,CSNK1G1|53944,4,3,4,,CSNK1G1,53944,CSNK1G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGDCC3,IGDCC3|9543,1,0,1,,IGDCC3,9543,IGDCC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGDCC4,IGDCC4|57722,3,5,3,,IGDCC4,57722,IGDCC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD3,SMAD3|4088,2,4,2,,SMAD3,4088,SMAD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC49,LRRC49|54839,1,0,,1,LRRC49,54839,LRRC49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAMD2A,GRAMD2|196996,1,3,1,,GRAMD2,196996,GRAMD2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNM1P35,DNM1P35|100128285,1,0,1,,DNM1P35,100128285,DNM1P35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBXO22,FBXO22|26263,8,5,8,,FBXO22,26263,FBXO22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINGO1,LINGO1|84894,1,0,1,,LINGO1,84894,LINGO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEMIP,CEMIP|57214,1,0,1,,CEMIP,57214,CEMIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEN,AEN|64782,5,10,5,,AEN,64782,AEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGMA,RGMA|56963,5,5,5,,RGMA,56963,RGMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALDH1A3,ALDH1A3|220,4,3,4,,ALDH1A3,220,ALDH1A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHBDF1,RHBDF1|64285,3,1,3,,RHBDF1,64285,RHBDF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHBDL1,RHBDL1|9028,1,1,1,,RHBDL1,9028,RHBDL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMDHD2,AMDHD2|51005,1,2,,1,AMDHD2,51005,AMDHD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYWCH1,FLYWCH1|84256,1,1,1,,FLYWCH1,84256,FLYWCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KREMEN2,KREMEN2|79412,1,2,1,,KREMEN2,79412,KREMEN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF205-AS1,ZNF205-AS1|81854,2,5,2,,ZNF205-AS1,81854,ZNF205-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUAP1,CLUAP1|23059,2,2,,2,CLUAP1,23059,CLUAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMOX2,HMOX2|3163,1,1,1,,HMOX2,3163,HMOX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDIP1,CDIP1|29965,3,2,3,,CDIP1,29965,CDIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGRN1,MGRN1|23295,1,13,1,,MGRN1,23295,MGRN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITAF,LITAF|9516,2,9,1,1,LITAF,9516,LITAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARF1,KIAA0430|9665,1,4,1,,KIAA0430,9665,MARF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMC7,TMC7|79905,1,6,,1,TMC7,79905,TMC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYRM1,LYRM1|57149,1,0,1,,LYRM1,57149,LYRM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL21R,IL21R|50615,1,10,1,,IL21R,50615,IL21R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVP,MVP|9961;PAGR1|79447,1,1,1,,MVP,9961,MVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTF1,CTF1|1489;BCL7C|9274,1,1,1,,CTF1,1489,CTF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORAI3,ORAI3|93129,5,4,5,,ORAI3,93129,ORAI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYCARD-AS1,PYCARD-AS1|100652740,1,1,1,,PYCARD-AS1,100652740,PYCARD-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF423,ZNF423|23090,1,3,1,,ZNF423,23090,ZNF423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMP2,MMP2|4313,1,7,1,,MMP2,4313,MMP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS2,BBS2|583,1,8,1,,BBS2,583,BBS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT2A,MT2A|4502,1,0,1,,MT2A,4502,MT2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLLP,PLLP|51090,1,5,1,,PLLP,51090,PLLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDH8,CDH8|1006,2,6,2,,CDH8,1006,CDH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDH11,CDH11|1009,2,5,,2,CDH11,1009,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRAD,RRAD|6236,8,8,8,,RRAD,6236,RRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CES2,CES2|8824,1,0,1,,CES2,8824,CES2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM96B,FAM96B|51647,1,2,1,,FAM96B,51647,FAM96B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC12A4,SLC12A4|6560,5,9,5,,SLC12A4,6560,SLC12A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPD3,SMPD3|55512,1,9,1,,SMPD3,55512,SMPD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP90,ZFP90|146198,1,0,1,,ZFP90,146198,ZFP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NQO1,NQO1|1728,1,3,,1,NQO1,1728,NQO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX3,ZFHX3|463,1,7,,1,ZFHX3,463,ZFHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFWD3,RFWD3|55159,1,0,,1,RFWD3,55159,RFWD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHST6,CHST6|4166,1,6,,1,CHST6,4166,CHST6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP,CMIP|80790,1,4,,1,CMIP,80790,CMIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA0513,KIAA0513|9764,1,0,1,,KIAA0513,9764,KIAA0513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC7A5,SLC7A5|8140,2,3,,2,SLC7A5,8140,SLC7A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPM1,ZFPM1|161882,1,0,1,,ZFPM1,161882,ZFPM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD11,ANKRD11|29123,2,13,,2,ANKRD11,29123,ANKRD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR22,MIR22|407004;WDR81|124997;TLCD2|727910,1,3,1,,MIR22,407004,MIR22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR22HG,MIR22|407004;MIR22HG|84981,1,1,1,,MIR22HG,84981,MIR22HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTN4RL1,RTN4RL1|146760,3,8,3,,RTN4RL1,146760,RTN4RL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGT6,GGT6|124975,1,1,1,,GGT6,124975,GGT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC52A1,SLC52A1|55065,1,1,1,,SLC52A1,55065,SLC52A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLRP1,NLRP1|22861,1,4,1,,NLRP1,22861,NLRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53,TP53|7157,2,2,2,,TP53,7157,TP53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOM1L2,TOM1L2|146691,1,4,1,,TOM1L2,146691,TOM1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATD1,NATD1|256302,2,0,2,,NATD1,256302,NATD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP2K3,MAP2K3|5606,1,0,1,,MAP2K3,5606,MAP2K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNJ12,KCNJ12|3768,2,8,2,,KCNJ12,3768,KCNJ12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC46A1,SLC46A1|113235,1,2,1,,SLC46A1,113235,SLC46A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAF4,TRAF4|9618,6,5,6,,TRAF4,9618,TRAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSP14,DUSP14|11072,4,2,4,,DUSP14,11072,DUSP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSMD3,PSMD3|5709,1,5,,1,PSMD3,5709,PSMD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT15,MIR6510|102466658;KRT15|3866,1,1,1,,KRT15,3866,KRT15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETV4,ETV4|2118,2,2,2,,ETV4,2118,ETV4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBTF,UBTF|7343,1,0,,1,UBTF,7343,UBTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBD4,ACBD4|79777,1,10,1,,ACBD4,79777,ACBD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNT3,WNT3|7473,2,0,1,1,WNT3,7473,WNT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOXB-AS3,HOXB-AS3|404266,1,0,1,,HOXB-AS3,404266,HOXB-AS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITGA3,ITGA3|3675,1,6,1,,ITGA3,3675,ITGA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC101927230,LOC101927230|101927230,2,5,2,,LOC101927230,101927230,LOC101927230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPN3,EPN3|55040,1,0,1,,EPN3,55040,EPN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOB1,TOB1|10140,1,2,1,,TOB1,10140,TOB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEX14,TEX14|56155,2,8,2,,TEX14,56155,TEX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR11,PRR11|55771,1,0,,1,PRR11,55771,PRR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMG8,SMG8|55181,1,6,1,,SMG8,55181,SMG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR21,MIR21|406991,1,0,1,,MIR21,406991,MIR21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APPBP2,APPBP2|10513,1,7,1,,APPBP2,10513,APPBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPM1D,PPM1D|8493,10,3,10,,PPM1D,8493,PPM1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17orf82,C17orf82|388407,2,11,2,,C17orf82,388407,C17orf82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIP1,BRIP1|83990,1,0,,1,BRIP1,83990,BRIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRADA,STRADA|92335,1,2,1,,STRADA,92335,STRADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITPNC1,PITPNC1|26207,1,1,1,,PITPNC1,26207,PITPNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZ2,AMZ2|51321,2,5,2,,AMZ2,51321,AMZ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP2K6,MAP2K6|5608,1,12,,1,MAP2K6,5608,MAP2K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM104A,FAM104A|84923,1,2,1,,FAM104A,84923,FAM104A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDK2,SDK2|54549,1,14,1,,SDK2,54549,SDK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A3R1,SLC9A3R1|9368,1,5,1,,SLC9A3R1,9368,SLC9A3R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDXR,FDXR|2232,9,0,9,,FDXR,2232,FDXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALR2,GALR2|8811,1,3,1,,GALR2,8811,GALR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRSF2,MFSD11|79157;SRSF2|6427;MIR636|693221,1,3,,1,SRSF2,6427,SRSF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEPT9,SEPT9|10801,3,8,2,1,SEPT9,10801,SEPT9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPSIN,ENTHD2|146705,2,12,2,,ENTHD2,146705,TEPSIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1,ACTG1|71,1,0,,1,ACTG1,71,ACTG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN10,NPLOC4|55666;TSPAN10|83882,2,1,2,,TSPAN10,83882,TSPAN10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC57,CCDC57|284001,1,0,,1,CCDC57,284001,CCDC57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF750,ZNF750|79755,1,1,1,,ZNF750,79755,ZNF750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUL1,CLUL1|27098,1,8,1,,CLUL1,27098,CLUL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYMSOS,TYMSOS|494514,2,10,2,,TYMSOS,494514,TYMSOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL4,METTL4|64863;NDC80|10403,2,0,,2,METTL4,64863,METTL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDC80,METTL4|64863;NDC80|10403,2,0,,2,NDC80,10403,NDC80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGIF1,TGIF1|7050,1,3,,1,TGIF1,7050,TGIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLGAP1-AS1,DLGAP1-AS1|649446,1,6,1,,DLGAP1-AS1,649446,DLGAP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPA2,IMPA2|3613,1,0,,1,IMPA2,3613,IMPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDLRAD4,LDLRAD4|753,1,0,,1,LDLRAD4,753,LDLRAD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABYR,CABYR|26256,2,1,2,,CABYR,26256,CABYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCTD1,KCTD1|284252,2,5,2,,KCTD1,284252,KCTD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSTPIP2,PSTPIP2|9050,8,3,8,,PSTPIP2,9050,PSTPIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD7,SMAD7|4092,1,0,,1,SMAD7,4092,SMAD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBD2,MBD2|8932,1,0,,1,MBD2,8932,MBD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCBE1,CCBE1|147372,2,1,,2,CCBE1,147372,CCBE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMAIP1,PMAIP1|5366,3,8,3,,PMAIP1,5366,PMAIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERPINB5,SERPINB5|5268,4,2,4,,SERPINB5,5268,SERPINB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOK6,DOK6|220164,2,4,,2,DOK6,220164,DOK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHZ1,TSHZ1|10194,1,0,,1,TSHZ1,10194,TSHZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARD6G,PARD6G|84552,2,3,2,,PARD6G,84552,PARD6G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOB3A,MOB3A|126308,2,9,,2,MOB3A,126308,MOB3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC100996351,LOC100996351|100996351,2,8,2,,LOC100996351,100996351,LOC100996351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDM4B,KDM4B|23030,1,0,1,,KDM4B,23030,KDM4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCH2,MARCH2|51257,1,1,1,,MARCH2,51257,MARCH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF561,ZNF561-AS1|284385;ZNF561|93134,6,6,6,,ZNF561,93134,ZNF561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICAM4,ICAM4|3386;ICAM5|7087,2,10,2,,ICAM4,3386,ICAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDLR,LDLR|3949,1,0,,1,LDLR,3949,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF441,ZNF441|126068,1,0,1,,ZNF441,126068,ZNF441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF491,ZNF491|126069,2,2,2,,ZNF491,126069,ZNF491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAD23A,RAD23A|5886;MIR6515|102466659,2,4,,2,RAD23A,5886,RAD23A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAP8L,AKAP8L|26993,1,0,1,,AKAP8L,26993,AKAP8L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDE4C,PDE4C|5143,4,7,4,,PDE4C,5143,PDE4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUND,JUND|3727,1,0,1,,JUND,3727,JUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR3189,MIR3189|100422943;GDF15|9518,1,2,1,,MIR3189,100422943,MIR3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDF15,MIR3189|100422943;GDF15|9518,8,2,8,,GDF15,9518,GDF15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORCS8,MEF2BNB|729991;MEF2BNB-MEF2B|4207,1,1,1,,MEF2BNB,729991,BORCS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00663,LINC00663|284440,2,9,2,,LINC00663,284440,LINC00663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHF1,PLEKHF1|79156,2,6,2,,PLEKHF1,79156,PLEKHF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNK6,KCNK6|9424;YIF1B|90522,1,0,1,,KCNK6,9424,KCNK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
